survived,pclass,sex,age,sibsp,parch,fare,class,adult_male,alone,who_child,who_man,who_woman,embarked_C,embarked_Q,embarked_S,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,deck_access_Full Access,deck_access_Limited Access,deck_access_No Access,class_description_First Class - Luxury,class_description_Second Class - Standard,class_description_Third Class - Economy,family_size,age_group_Child,age_group_Teenager,age_group_Adult,age_group_old
1,3,0,-0.012521477578764014,0,0,-0.5276034868082123,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.6421175775633952,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,-0.861372939308683,2,0,-0.3211908945021892,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
1,3,1,-1.1537134216357334,1,0,-0.45070757131187794,Third,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,2,False,False,False,False
0,3,1,0.7464997134900944,1,0,-0.48456477103957235,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
0,2,1,-0.2036068540728195,1,0,-0.26369862123390186,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,False,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5148287036879988,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-1.957649748035122,1,2,0.13068304211367768,Second,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,4,False,False,False,False
1,3,1,-0.7882878187269203,0,0,-0.5151468276000833,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.012521477578764014,1,0,-0.36910112222576197,Third,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-0.012521477578764014,2,0,-0.2506823705659616,Third,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
0,3,1,-0.861372939308683,1,0,-0.325023712720075,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-1.6653092657080715,4,1,0.09443033099980462,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6,False,False,False,False
0,3,0,-0.6421175775633952,0,0,-0.5166646236143662,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,1,1,1.4042657987259577,1,0,0.804300843907111,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,2,1,-0.057436612909294284,1,0,-0.16787816578675632,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,False,False,False,False
0,1,0,2.5736277280341593,0,1,0.5216305003380315,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,1,0,-0.012521477578764014,0,0,0.014180699562820224,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,2,1,-0.6421175775633952,0,0,-0.46492157767290754,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.09397917320017558,0,0,-0.5276034868082123,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-1.8114795068715968,1,2,-0.13434100638025537,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,4,False,False,False,False
0,3,0,-1.3729687833810211,5,2,0.23265133798231205,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,8,False,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.5276034868082123,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
1,1,1,0.6003294723265692,0,0,0.8669827530424157,First,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,1,0,1.1119253163989073,1,0,0.9335779695781817,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-1.8845646274533594,3,2,-0.13146639271684105,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6,False,False,False,False
0,1,0,-0.012521477578764014,0,0,-0.1349005978400667,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
1,3,0,-0.012521477578764014,1,1,-0.3739726341806949,Third,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
1,2,1,-0.057436612909294284,0,0,-0.46492157767290754,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.7882878187269203,0,0,-0.5097981297770237,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-0.9344580598904455,4,2,-0.5142691122281875,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7,False,False,False,False
0,3,0,-0.2766919746545821,2,0,-0.5001355950497335,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,2,0,0.16181874883599354,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,1,-1.0075431804722081,5,2,0.23265133798231205,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8,False,False,False,False
0,2,0,-0.6421175775633952,0,0,0.7424161609611264,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.2766919746545821,1,0,-0.38914292868708694,Third,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,2,False,False,False,False
1,3,0,0.16181874883599354,0,0,0.416546123258256,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.3497770952363447,0,0,-0.5195392372777805,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,0,-2.116244459697547,0,2,-0.11038589251846899,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,3,1,0.01564850767246832,0,0,-0.42707249777128503,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.4936677143070512,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,0,-0.057436612909294284,0,0,-0.48408566876233666,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-0.012521477578764014,0,0,-0.516904174752984,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.1305217334910569,0,0,0.23648415620019794,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,2,1,-0.9344580598904455,0,0,-0.46492157767290754,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
1,3,1,0.23490386941775612,3,0,-0.3623936903444618,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4,True,False,False,False
0,3,0,-1.0075431804722081,1,3,-0.007378902912787525,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5,False,False,False,False
1,1,1,-0.49594733639986993,3,2,4.374011422407943,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,6,False,False,False,False
0,3,0,-0.4228622158181073,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.057436612909294284,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.7152026981451577,0,0,-0.5156259298773191,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,1.18501043698067,1,0,0.5062187382839126,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-0.2766919746545821,1,2,-0.2718433599469093,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4,False,False,False,False
0,3,0,2.135117004543584,0,0,-0.5272048737135522,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,1,0,3.0121384515247347,0,0,-0.00202828868061886,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,1,0,-0.49594733639986993,0,1,0.5480596983594632,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
1,2,1,0.30798898999951874,0,1,-0.22537043905504364,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
0,2,0,0.30798898999951874,1,0,-0.16787816578675632,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
0,3,1,-0.1305217334910569,0,0,-0.5148287036879988,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.6421175775633952,0,1,0.8150001559623391,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
0,3,0,0.23490386941775612,0,0,-0.5002946570057758,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,0.5272443517448065,2,0,-0.5142691122281875,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,3,True,False,False,False
0,3,0,-0.1305217334910569,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-0.6421175775633952,0,0,-0.5195392372777805,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,0,-0.012521477578764014,0,0,-0.5171437258916018,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,0.6003294723265692,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
1,3,1,-0.012521477578764014,1,0,-0.2033317343022002,Third,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,2,False,False,False,False
0,1,0,1.2580955575624326,0,0,0.33038820253840057,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,3,1,-1.117170861344852,1,0,-0.38914292868708694,Third,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,-0.7152026981451577,1,0,-0.4778573391582722,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
0,3,1,-0.9344580598904455,0,0,-0.38906435591362026,Third,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.6421175775633952,0,0,-0.5142691122281875,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,2.9755958912338536,0,0,-0.5176228281688375,Third,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,True,False,False,False
0,2,0,-0.057436612909294284,1,0,-0.26369862123390186,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,2,False,False,False,False
0,1,0,-0.4228622158181073,0,1,4.077366623616452,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
0,3,1,-2.0307348686168845,4,2,-0.0667875852900178,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7,False,False,False,False
0,2,0,-0.6421175775633952,2,0,0.7424161609611264,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
0,2,0,0.19836130912687483,1,0,-0.08986498377990833,Second,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,2,True,False,False,False
1,2,1,0.19836130912687483,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,1,0,1.769691401634771,0,1,0.8150001559623391,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
1,3,0,-1.2998836627992585,1,0,-0.45070757131187794,Third,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5176228281688375,Third,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
1,3,0,-0.4228622158181073,0,0,-0.5292803447785374,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-0.012521477578764014,1,1,-0.23766803630713032,Third,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
0,3,0,1.1119253163989073,0,0,-0.5324749987631451,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,0.23490386941775612,0,0,-0.5148287036879988,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.7152026981451577,0,0,-0.5310376919314379,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,1.2580955575624326,1,0,-0.3882652133151911,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
0,2,0,-0.3497770952363447,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,2,0,-0.49594733639986993,0,0,-0.3778054523985807,Second,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,1,False,False,False,False
1,1,1,-0.7882878187269203,0,2,-0.16244897878112105,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,3,False,False,False,False
0,1,0,0.5272443517448065,1,0,0.3514687027367726,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-1.0075431804722081,0,0,-0.48951485576797193,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.4228622158181073,0,0,0.8516514801708724,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
0,3,1,-0.012521477578764014,0,2,-0.3739726341806949,Third,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
1,3,1,-0.5690324569816325,0,0,-0.5176228281688375,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-0.4228622158181073,1,0,-0.3623936903444618,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-0.7882878187269203,0,0,-0.5367869192582667,Third,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
0,2,0,-0.861372939308683,0,0,-0.4457574865834784,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,2,0,-0.7882878187269203,1,1,0.03813581342460661,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,3,0,-0.2036068540728195,0,0,-0.5167451127969417,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,-1.5191390245445464,2,2,-0.007378902912787525,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,5,False,False,False,False
0,2,0,0.49070179145392523,0,2,-0.16787816578675632,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,3,True,False,False,False
0,2,0,0.8926699546536195,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,2,0,1.550436039889483,0,0,-0.4261142932168136,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,1,1,-0.5690324569816325,1,0,0.6101839324440654,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
0,3,0,1.8793190825074146,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,0.7830422737809757,0,2,-0.3882652133151911,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,3,True,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5260071180204628,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,1.550436039889483,0,1,0.510132045684374,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,3,1,-1.0075431804722081,0,0,-0.517942868490031,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
0,3,0,0.01564850767246832,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5001355950497335,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.012521477578764014,8,2,0.6667180011578814,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,11,False,False,False,False
0,3,0,1.0388401958171447,0,1,-0.3576026675721045,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
1,2,1,0.7464997134900944,0,0,-0.3643100994534047,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,0,-0.2766919746545821,0,0,-0.5171437258916018,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.9344580598904455,0,0,-0.5001355950497335,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-2.103819989198647,4,1,0.09443033099980462,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6,False,False,False,False
1,3,0,-1.5191390245445464,0,2,-0.2728015645013807,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
1,1,1,-0.012521477578764014,0,1,0.3878804758066879,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
0,3,1,1.1119253163989073,1,4,-0.13146639271684105,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6,True,False,False,False
0,1,0,-0.012521477578764014,0,0,-0.1693154726184635,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
0,3,0,-0.1305217334910569,0,0,0.416546123258256,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,2.281287245707109,0,0,-0.024147482616037996,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,3,0,-1.8845646274533594,4,1,-0.10799038113229036,Third,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,6,False,False,False,False
1,3,1,-2.103819989198647,1,1,-0.45278495878597214,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,1,0,1.915861642798296,0,0,-0.07788742684901513,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,3,0,-0.861372939308683,1,1,-0.5156259298773191,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,3,0,-0.012521477578764014,3,1,-0.1780983755647489,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5,False,False,False,False
0,1,1,1.4773509193077203,0,0,-0.11589556870667989,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,2,0,0.01564850767246832,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,0,0.45415923116304396,0,0,-0.6661445341119132,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,1,-0.012521477578764014,8,2,0.6667180011578814,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,11,False,False,False,False
0,2,0,-0.012521477578764014,0,0,-0.37772496321600507,Second,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-1.5191390245445464,4,2,-0.06463162504245701,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7,False,False,False,False
1,2,0,-2.103819989198647,2,1,0.08125501837582211,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,4,False,False,False,False
1,3,1,-1.8845646274533594,0,2,-0.24405542786723705,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,1,0,-0.012521477578764014,0,0,0.2920600203595423,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,3,1,-0.012521477578764014,1,0,-0.36910112222576197,Third,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,2,False,False,False,False
